id video_name class start_time end_time x y width height fps
1 video-2EoU6EXnPuE.mp4 0 00:00:00 00:00:08 261 215 175 190
2 video-2EoU6EXnPuE.mp4 1 00:00:08 00:00:16 261 215 175 190
3 video-2EoU6EXnPuE.mp4 0 00:00:16 00:00:29 261 215 175 190
4 video-2gqpXl8I7mE_resize.mp4 0 00:00:00 00:00:12 228 193 129 198
5 video-2gqpXl8I7mE_resize.mp4 1 00:00:12 00:00:20 228 193 129 198
6 video-2gqpXl8I7mE_resize.mp4 1 00:00:20 00:00:27 228 193 129 198
7 video-2gqpXl8I7mE_resize.mp4 1 00:00:27 00:00:37 228 193 129 198
8 video-2gqpXl8I7mE_resize.mp4 1 00:00:37 00:00:43 228 193 129 198
9 video-2gqpXl8I7mE_resize.mp4 1 00:00:42 00:00:52 228 193 129 198
10 video-2gqpXl8I7mE_resize.mp4 0 00:00:52 00:01:12 228 193 129 198
11 video-3-oz1SPWiY4.mp4 0 00:00:00 00:01:19 443 232 296 401
12 video-3-oz1SPWiY4.mp4 1 00:01:19 00:01:35 443 232 296 401
13 video-3-oz1SPWiY4.mp4 0 00:01:35 00:02:18 443 232 296 401
14 video-4WZo39BbE3o_2.mp4 0 00:00:00 00:00:30 427 31 109 165
15 video-4WZo39BbE3o_2.mp4 1 00:00:30 00:00:49 427 31 109 165
16 video-4WZo39BbE3o_2.mp4 0 00:00:49 00:00:58 427 31 109 165
17 video-4WZo39BbE3o_3.mp4 0 00:00:40 00:00:46 354 109 174 251
18 video-4WZo39BbE3o_3.mp4 1 00:00:46 00:00:50 354 109 174 251
19 video-4WZo39BbE3o_3.mp4 1 00:00:51 00:00:54 354 109 174 251
20 video-4WZo39BbE3o_3.mp4 0 00:01:09 00:01:14 81 123 204 237
21 video-4WZo39BbE3o_3.mp4 1 00:01:14 00:01:18 81 123 204 237
22 video-4WZo39BbE3o_3.mp4 1 00:01:28 00:01:31 98 79 204 281
23 video-4yzKIYbm6tM.mp4 0 00:00:00 00:00:06 137 45 120 172
24 video-4yzKIYbm6tM.mp4 1 00:00:06 00:00:14 137 45 120 172
25 video-4yzKIYbm6tM.mp4 0 00:00:14 00:00:20 137 45 120 172
26 video-64zoxiMu0p8_1.mp4 1 00:02:26 00:02:35 50 91 146 200
27 video-64zoxiMu0p8_1.mp4 1 00:02:35 00:02:44 50 91 146 200
28 video-64zoxiMu0p8_1.mp4 1 00:02:29 00:02:38 129 129 194 231
29 video-64zoxiMu0p8_1.mp4 1 00:02:40 00:02:54 121 122 177 238
30 video-64zoxiMu0p8_1.mp4 1 00:02:54 00:03:01 121 106 196 254
31 video-64zoxiMu0p8_1.mp4 1 00:03:26 00:03:37 43 62 312 298
32 video-64zoxiMu0p8_1.mp4 1 00:03:37 00:03:46 118 153 196 207
33 video-64zoxiMu0p8_1.mp4 1 00:04:14 00:04:24 123 96 239 264
34 video-64zoxiMu0p8_1.mp4 1 00:04:50 00:05:14 106 76 202 267
35 video-64zoxiMu0p8_1.mp4 0 00:05:14 00:05:24 106 76 202 267
36 video--U5SQGQl7ew_crop.mp4 0 00:00:00 00:00:22 202 258 183 102
37 video--U5SQGQl7ew_crop.mp4 1 00:00:22 00:00:36 202 258 183 102
38 video--cH7TGI6zUk.mp4 0 00:00:08 00:00:17 314 163 342 421
39 video--cH7TGI6zUk.mp4 1 00:00:17 00:00:30 314 163 342 421
40 video--cH7TGI6zUk.mp4 0 00:00:30 00:00:32 314 163 342 421
41 video-DKqb-0bBx7E_resize.mp4 0 00:00:00 00:00:38 663 97 297 442
42 video-DKqb-0bBx7E_resize.mp4 1 00:00:38 00:00:50 663 97 297 442
43 video-DKqb-0bBx7E_resize.mp4 1 00:00:54 00:01:04 780 97 180 371
44 video-DKqb-0bBx7E_resize.mp4 0 00:00:00 00:01:09 185 364 249 176
45 video-DKqb-0bBx7E_resize.mp4 1 00:01:09 00:01:16 185 364 249 176
46 video-DKqb-0bBx7E_resize.mp4 0 00:01:16 00:02:15 185 364 249 176
47 video-DKqb-0bBx7E_resize.mp4 1 00:01:20 00:01:30 589 135 246 405
48 video-DKqb-0bBx7E_resize.mp4 1 00:01:52 00:02:05 616 64 344 475
49 video-DKqb-0bBx7E_resize.mp4 0 00:02:05 00:02:15 616 64 344 475
50 video-DXlgdJ34Gnc_resize.mp4 0 00:00:00 00:00:30 147 78 121 136
51 video-DXlgdJ34Gnc_resize.mp4 1 00:00:30 00:00:45 147 78 121 136
52 video-DXlgdJ34Gnc_resize.mp4 0 00:00:45 00:01:54 147 78 121 136
53 video-F-zT2pi-lnQ_1.mp4 0 00:00:00 00:00:32 0 0 724 540
54 video-F-zT2pi-lnQ_1.mp4 1 00:00:32 00:00:40 0 0 724 540
55 video-F-zT2pi-lnQ_1.mp4 0 00:00:40 00:00:49 0 0 724 540
56 video-F-zT2pi-lnQ_2.mp4 1 00:00:02 00:00:11 399 23 443 517
57 video-F-zT2pi-lnQ_2.mp4 0 00:00:25 00:00:29 378 16 211 323
58 video-F-zT2pi-lnQ_2.mp4 1 00:00:29 00:00:43 378 16 211 323
59 video-GB0e1M5p3NU.mp4 0 00:00:00 00:04:40 308 132 143 189
60 video-GB0e1M5p3NU.mp4 1 00:04:40 00:04:58 308 132 143 189
61 video-GB0e1M5p3NU.mp4 0 00:04:58 00:07:00 308 132 143 189
