id video_name class start_time end_time x y width height fps
0 video-2EoU6EXnPuE.mp4 0 00:00:00 00:00:08 261 215 175 190
1 video-2EoU6EXnPuE.mp4 1 00:00:08 00:00:16 261 215 175 190
2 video-2EoU6EXnPuE.mp4 0 00:00:16 00:00:26 261 215 175 190
3 video-2gqpXl8I7mE_resize.mp4 0 00:00:02 00:00:12 228 193 129 198
4 video-2gqpXl8I7mE_resize.mp4 1 00:00:12 00:00:20 228 193 129 198
5 video-2gqpXl8I7mE_resize.mp4 1 00:00:20 00:00:27 228 193 129 198
6 video-2gqpXl8I7mE_resize.mp4 1 00:00:27 00:00:37 228 193 129 198
7 video-2gqpXl8I7mE_resize.mp4 1 00:00:37 00:00:43 228 193 129 198
8 video-2gqpXl8I7mE_resize.mp4 1 00:00:42 00:00:52 228 193 129 198
9 video-2gqpXl8I7mE_resize.mp4 0 00:00:52 00:01:02 228 193 129 198
10 video-3-oz1SPWiY4.mp4 0 00:01:09 00:01:19 443 232 296 401
11 video-3-oz1SPWiY4.mp4 1 00:01:19 00:01:35 443 232 296 401
12 video-3-oz1SPWiY4.mp4 0 00:01:35 00:01:45 443 232 296 401
13 video-4WZo39BbE3o_2.mp4 0 00:00:20 00:00:30 427 31 109 165
14 video-4WZo39BbE3o_2.mp4 1 00:00:30 00:00:49 427 31 109 165
15 video-4WZo39BbE3o_3.mp4 0 00:00:40 00:00:46 354 109 174 251
16 video-4WZo39BbE3o_3.mp4 1 00:00:46 00:00:50 354 109 174 251
17 video-4WZo39BbE3o_3.mp4 1 00:00:51 00:00:54 354 109 174 251 
18 video-4WZo39BbE3o_3.mp4 0 00:01:09 00:01:14 81 123 204 237
19 video-4WZo39BbE3o_3.mp4 1 00:01:14 00:01:18 81 123 204 237
20 video-4WZo39BbE3o_3.mp4 1 00:01:28 00:01:31 98 79 204 281 
21 video-4yzKIYbm6tM.mp4 0 00:00:00 00:00:06 137 45 120 172
22 video-4yzKIYbm6tM.mp4 1 00:00:06 00:00:14 137 45 120 172
23 video-4yzKIYbm6tM.mp4 0 00:00:14 00:00:20 137 45 120 172
24 video-64zoxiMu0p8_1.mp4 1 00:02:26 00:02:35 50 91 146 200
25 video-64zoxiMu0p8_1.mp4 1 00:02:35 00:02:44 50 91 146 200
26 video-64zoxiMu0p8_1.mp4 1 00:02:29 00:02:38 129 129 194 231
27 video-64zoxiMu0p8_1.mp4 1 00:02:40 00:02:54 121 122 177 238
28 video-64zoxiMu0p8_1.mp4 1 00:02:54 00:03:01 121 106 196 254
29 video-64zoxiMu0p8_1.mp4 1 00:03:26 00:03:37 43 62 312 298
30 video-64zoxiMu0p8_1.mp4 1 00:03:37 00:03:46 118 153 196 207
31 video-64zoxiMu0p8_1.mp4 1 00:04:14 00:04:24 123 96 239 264
32 video-64zoxiMu0p8_1.mp4 1 00:04:50 00:05:14 106 76 202 267
33 video-64zoxiMu0p8_1.mp4 0 00:05:14 00:05:24 106 76 202 267
