video-2EoU6EXnPuE.mp4 0 00:00:00 00:00:08 261 215 175 190
video-2EoU6EXnPuE.mp4 1 00:00:08 00:00:16 261 215 175 190
video-2EoU6EXnPuE.mp4 0 00:00:16 00:00:29 261 215 175 190

video-2gqpXl8I7mE_resize.mp4 0 00:00:00 00:00:12 228 193 129 198
video-2gqpXl8I7mE_resize.mp4 1 00:00:12 00:00:20 228 193 129 198
video-2gqpXl8I7mE_resize.mp4 1 00:00:20 00:00:27 228 193 129 198
video-2gqpXl8I7mE_resize.mp4 1 00:00:27 00:00:37 228 193 129 198
video-2gqpXl8I7mE_resize.mp4 1 00:00:37 00:00:43 228 193 129 198
video-2gqpXl8I7mE_resize.mp4 1 00:00:42 00:00:52 228 193 129 198
video-2gqpXl8I7mE_resize.mp4 0 00:00:52 00:01:12 228 193 129 198

video-3-oz1SPWiY4.mp4 0 00:00:00 00:01:19 443 232 296 401
video-3-oz1SPWiY4.mp4 1 00:01:19 00:01:35 443 232 296 401
video-3-oz1SPWiY4.mp4 0 00:01:35 00:02:18 443 232 296 401

video-4WZo39BbE3o_2.mp4 0 00:00:00 00:00:30 427 31 109 165
video-4WZo39BbE3o_2.mp4 1 00:00:30 00:00:49 427 31 109 165
video-4WZo39BbE3o_2.mp4 0 00:00:49 00:00:58 427 31 109 165
video-4WZo39BbE3o_3.mp4 0 00:00:40 00:00:46 354 109 174 251
video-4WZo39BbE3o_3.mp4 1 00:00:46 00:00:50 354 109 174 251
video-4WZo39BbE3o_3.mp4 1 00:00:51 00:00:54 354 109 174 251
video-4WZo39BbE3o_3.mp4 0 00:01:09 00:01:14 81 123 204 237
video-4WZo39BbE3o_3.mp4 1 00:01:14 00:01:18 81 123 204 237
video-4WZo39BbE3o_3.mp4 1 00:01:28 00:01:31 98 79 204 281

video-4yzKIYbm6tM.mp4 0 00:00:00 00:00:06 137 45 120 172
video-4yzKIYbm6tM.mp4 1 00:00:06 00:00:14 137 45 120 172
video-4yzKIYbm6tM.mp4 0 00:00:14 00:00:20 137 45 120 172

video-64zoxiMu0p8_1.mp4 1 00:02:26 00:02:35 50 91 146 200
video-64zoxiMu0p8_1.mp4 1 00:02:35 00:02:44 50 91 146 200
video-64zoxiMu0p8_1.mp4 1 00:02:29 00:02:38 129 129 194 231
