"1 video-2EoU6EXnPuE.mp4 1 00:00:08 00:00:16 261 215 175 190 640 480"
"4 video-2gqpXl8I7mE_resize.mp4 1 00:00:12 00:00:20 228 193 129 198 800 600"
"5 video-2gqpXl8I7mE_resize.mp4 1 00:00:20 00:00:27 228 193 129 198 800 600"
"6 video-2gqpXl8I7mE_resize.mp4 1 00:00:27 00:00:37 228 193 129 198 800 600"
"7 video-2gqpXl8I7mE_resize.mp4 1 00:00:37 00:00:43 228 193 129 198 800 600"
"8 video-2gqpXl8I7mE_resize.mp4 1 00:00:42 00:00:52 228 193 129 198 800 600"
"11 video-3-oz1SPWiY4.mp4 1 00:01:19 00:01:35 443 232 296 401 960 720"
"14 video-4WZo39BbE3o_2.mp4 1 00:00:30 00:00:49 427 31 109 165 640 360"
"17 video-4WZo39BbE3o_3.mp4 1 00:00:46 00:00:50 354 109 174 251 640 360"
"18 video-4WZo39BbE3o_3.mp4 1 00:00:51 00:00:54 354 109 174 251 640 360"
"20 video-4WZo39BbE3o_3.mp4 1 00:01:14 00:01:18 81 123 204 237 640 360"
"21 video-4WZo39BbE3o_3.mp4 1 00:01:28 00:01:31 98 79 204 281 640 360"
"23 video-4yzKIYbm6tM.mp4 1 00:00:06 00:00:14 137 45 120 172 294 240"
"25 video-64zoxiMu0p8_1.mp4 1 00:02:26 00:02:35 50 91 146 200 640 360"
"26 video-64zoxiMu0p8_1.mp4 1 00:02:35 00:02:44 50 91 146 200 640 360"
"27 video-64zoxiMu0p8_1.mp4 1 00:02:29 00:02:38 129 129 194 231 640 360"
"28 video-64zoxiMu0p8_1.mp4 1 00:02:40 00:02:54 121 122 177 238 640 360"
"29 video-64zoxiMu0p8_1.mp4 1 00:02:54 00:03:01 121 106 196 254 640 360"
"30 video-64zoxiMu0p8_1.mp4 1 00:03:26 00:03:37 43 62 312 298 640 360"
"31 video-64zoxiMu0p8_1.mp4 1 00:03:37 00:03:46 118 153 196 207 640 360"
"32 video-64zoxiMu0p8_1.mp4 1 00:04:14 00:04:24 123 96 239 264 640 360"
"33 video-64zoxiMu0p8_1.mp4 1 00:04:50 00:05:14 106 76 202 267 640 360"
"36 video--U5SQGQl7ew_crop.mp4 1 00:00:22 00:00:36 202 258 183 102 640 360"
"38 video--cH7TGI6zUk.mp4 1 00:00:17 00:00:30 314 163 342 421 960 720"
"41 video-DKqb-0bBx7E_resize.mp4 1 00:00:38 00:00:50 663 97 297 442 960 540"
"42 video-DKqb-0bBx7E_resize.mp4 1 00:00:54 00:01:04 780 97 180 371 960 540"
"44 video-DKqb-0bBx7E_resize.mp4 1 00:01:09 00:01:16 185 364 249 176 960 540"
"46 video-DKqb-0bBx7E_resize.mp4 1 00:01:20 00:01:30 589 135 246 405 960 540"
"47 video-DKqb-0bBx7E_resize.mp4 1 00:01:52 00:02:05 616 64 344 475 960 540"
"50 video-DXlgdJ34Gnc_resize.mp4 1 00:00:30 00:00:45 147 78 121 136 640 360"
"53 video-F-zT2pI-lnQ_1.mp4 1 00:00:32 00:00:40 0 0 724 540 960 540"
"55 video-F-zT2pI-lnQ_2.mp4 1 00:00:02 00:00:11 399 23 443 517 960 540"
"57 video-F-zT2pI-lnQ_2.mp4 1 00:00:29 00:00:43 378 16 211 323 960 540"
"59 video-GB0e1M5p3NU.mp4 1 00:04:40 00:04:58 308 132 143 189 800 480"
"61 video-HsaTjpESyDU.mp4 1 00:00:00 00:00:04 92 42 207 198 320 240"
"62 video-HsaTjpESyDU.mp4 1 00:00:04 00:00:08 92 42 207 198 320 240"
"63 video-HsaTjpESyDU.mp4 1 00:00:08 00:00:15 92 42 207 198 320 240"
"64 video-HsaTjpESyDU.mp4 1 00:00:15 00:00:21 92 42 207 198 320 240"
"65 video-HsaTjpESyDU.mp4 1 00:00:21 00:00:28 92 42 207 198 320 240"
"67 video-HsaTjpESyDU.mp4 1 00:00:36 00:00:40 92 42 207 198 320 240"
"68 video-HsaTjpESyDU.mp4 1 00:00:40 00:00:43 92 42 207 198 320 240"
"69 video-HsaTjpESyDU.mp4 1 00:00:43 00:00:48 92 42 207 198 320 240"
"72 video-OXlaho8wayQ_resize.mp4 1 00:01:43 00:01:50 263 70 408 374 960 540"
"75 video-Q01ZWqsU6a8.mp4 1 00:07:00 00:07:42 328 197 128 140 640 360"
"78 video-US59wO9bAv4_1.mp4 1 00:00:07 00:00:18 194 7 241 316 640 360"
"81 video-UUzTqHLTA4g.mp4 1 00:00:29 00:00:45 236 24 243 312 640 360"
"82 video-UUzTqHLTA4g.mp4 1 00:00:45 00:00:57 236 24 243 312 640 360"
"83 video-UUzTqHLTA4g.mp4 1 00:00:57 00:01:08 236 24 243 312 640 360"
"86 video-WMeziHjV7Sc_resize.mp4 1 00:05:05 00:05:47 355 0 132 159 640 360"
"88 video-Z65lGGMaSFE_1.mp4 1 00:00:12 00:00:20 91 103 290 257 640 360"
"89 video-Z65lGGMaSFE_1.mp4 1 00:00:39 00:00:53 91 103 290 257 640 360"
"90 video-Z65lGGMaSFE_2.mp4 1 00:00:00 00:00:15 318 11 257 349 640 360"
"93 video-Z65lGGMaSFE_2.mp4 1 00:00:20 00:00:32 347 11 228 336 640 360"
"94 video-Z65lGGMaSFE_2.mp4 1 00:00:32 00:00:49 363 61 224 299 640 360"
"97 video-_dmpHSznOMk.mp4 1 00:00:20 00:00:35 87 39 342 441 640 480"
"100 video-b2e5xXVYEnY_resize.mp4 1 00:00:12 00:00:23 234 83 147 195 640 360"
"101 video-b2e5xXVYEnY_resize.mp4 1 00:00:23 00:00:28 234 83 147 195 640 360"
"103 video-bIxeQKzk9-0.mp4 1 00:00:38 00:00:45 59 131 170 240 640 480"
"106 video-cusyKShBCi4.mp4 1 00:04:04 00:04:13 96 65 194 213 640 360"
"109 video-cxzukX7Z_1I_resize.mp4 1 00:00:49 00:01:04 631 75 268 465 960 540"
"110 video-cxzukX7Z_1I_resize.mp4 1 00:01:04 00:01:11 631 75 268 465 960 540"
"111 video-cxzukX7Z_1I_resize.mp4 1 00:01:11 00:01:19 631 75 268 465 960 540"
"112 video-cxzukX7Z_1I_resize.mp4 1 00:01:19 00:01:27 631 75 268 465 960 540"
"113 video-cxzukX7Z_1I_resize.mp4 1 00:01:27 00:01:35 631 75 268 465 960 540"
"116 video-fmFTmov-K2k_resize.mp4 1 00:00:28 00:00:44 108 122 179 238 640 360"
"118 video-fmFTmov-K2k_resize.mp4 1 00:00:48 00:00:59 108 122 179 238 640 360"
"121 video-fs-ifFsc8Bg_resize.mp4 1 00:00:32 00:00:47 232 182 133 207 800 600"
"124 video-gkitFhxrYc8.mp4 1 00:01:08 00:01:16 174 15 180 312 640 360"
"125 video-gkitFhxrYc8.mp4 1 00:01:16 00:01:27 174 15 180 312 640 360"
"127 video-lZPbkfUYavo.mp4 1 00:01:18 00:01:50 50 107 173 228 774 480"
"130 video-nm2KxtOZOqA.mp4 1 00:01:30 00:01:35 257 20 281 316 640 360"
"133 video-oLRqoHPl6xU.mp4 1 00:02:20 00:02:25 95 7 146 180 320 240"
"136 video-r31hPlS1CwE_resize.mp4 1 00:00:48 00:01:20 80 165 247 190 640 360"
"139 video-u6dGiANdDNQ_1.mp4 1 00:00:10 00:00:21 140 42 183 239 854 480"
"142 video-uGpFQT3Uiig_1.mp4 1 00:01:06 00:01:17 410 39 86 139 640 360"
"145 video-uGpFQT3Uiig_6.mp4 1 00:00:08 00:00:40 308 66 179 198 640 360"
"148 video-vA9duDV6VFc.mp4 1 00:00:55 00:01:14 194 216 261 121 640 360"
"151 video-vA9duDV6VFc.mp4 1 00:02:10 00:02:15 63 152 185 153 640 360"
"153 video-vA9duDV6VFc.mp4 1 00:02:20 00:02:29 63 152 185 153 640 360"
"156 video-vBu6OiSdrds_resize.mp4 1 00:00:28 00:00:38 436 168 313 401 800 600"
"157 video-vBu6OiSdrds_resize.mp4 1 00:00:38 00:00:48 436 168 313 401 800 600"
"160 video-yyUaFBMwLlA_resize.mp4 1 00:01:00 00:01:18 158 14 162 217 640 360"
"162 video-yyUaFBMwLlA_resize.mp4 1 00:01:22 00:01:37 158 14 162 217 640 360"
"165 Shoplifting001_x264.mp4 1 00:00:53 00:00:58 132 63 140 141 320 240"
"166 Shoplifting001_x264.mp4 1 00:00:58 00:01:08 132 63 140 141 320 240"
"169 Shoplifting005_x264.mp4 1 00:00:22 00:00:32 77 0 136 234 320 240"
"172 Shoplifting007_x264.mp4 1 00:00:17 00:00:32 92 20 178 220 320 240"
"175 Shoplifting010_x264.mp4 1 00:00:23 00:00:30 73 93 74 117 320 240"
"178 Shoplifting010_x264.mp4 1 00:00:49 00:00:55 71 77 69 106 320 240"
"181 Shoplifting010_x264.mp4 1 00:00:56 00:01:05 71 77 69 106 320 240"
"184 Shoplifting012_x264.mp4 1 00:04:25 00:04:32 116 64 130 97 320 240"
"187 Shoplifting015_x264.mp4 1 00:01:07 00:01:13 105 77 215 163 320 240"
"190 Shoplifting016_x264.mp4 1 00:00:18 00:00:25 9 32 232 208 320 240"
"193 Shoplifting017_x264.mp4 1 00:00:10 00:00:15 56 0 149 148 320 240"
"195 Shoplifting018_x264.mp4 1 00:00:10 00:00:27 211 18 72 130 320 240"
