Shoplifting001_x264.mp4 0 00:00:00 00:00:53 132 63 140 141
Shoplifting001_x264.mp4 1 00:00:53 00:00:58 132 63 140 141
Shoplifting001_x264.mp4 1 00:00:58 00:01:08 132 63 140 141
Shoplifting001_x264.mp4 0 00:01:08 00:02:24 132 63 140 141

Shoplifting005_x264.mp4 0 00:00:11 00:00:22 77 0 136 234
Shoplifting005_x264.mp4 1 00:00:22 00:00:32 77 0 136 234
Shoplifting005_x264.mp4 0 00:00:32 00:00:59 77 0 136 234

Shoplifting007_x264.mp4 0 00:00:00 00:00:17 92 20 178 220
Shoplifting007_x264.mp4 1 00:00:17 00:00:32 92 20 178 220
Shoplifting007_x264.mp4 0 00:00:32 00:02:50 92 20 178 220

Shoplifting010_x264.mp4 0 00:00:00 00:00:23 73 93 74 117
Shoplifting010_x264.mp4 1 00:00:23 00:00:30 73 93 74 117
Shoplifting010_x264.mp4 0 00:00:30 00:01:31 73 93 74 117
Shoplifting010_x264.mp4 0 00:00:00 00:00:49 71 77 69 106
Shoplifting010_x264.mp4 1 00:00:49 00:00:55 71 77 69 106
Shoplifting010_x264.mp4 0 00:00:55 00:01:31 71 77 69 106
Shoplifting010_x264.mp4 0 00:00:00 00:00:56 71 77 69 106
Shoplifting010_x264.mp4 1 00:00:56 00:01:05 71 77 69 106
Shoplifting010_x264.mp4 0 00:01:05 00:01:31 71 77 69 106

Shoplifting012_x264.mp4 0 00:00:00 00:04:25 116 64 130 97
Shoplifting012_x264.mp4 1 00:04:25 00:04:32 116 64 130 97
Shoplifting012_x264.mp4 0 00:04:32 00:13:01 116 64 130 97

Shoplifting015_x264.mp4 0 00:00:00 00:01:07 105 77 215 163
Shoplifting015_x264.mp4 1 00:01:07 00:01:13 105 77 215 163
Shoplifting015_x264.mp4 0 00:01:13 00:01:15 105 77 215 163

Shoplifting016_x264.mp4 0 00:00:00 00:00:18 9 32 232 208
Shoplifting016_x264.mp4 1 00:00:18 00:00:25 9 32 232 208
Shoplifting016_x264.mp4 0 00:00:25 00:00:49 9 32 232 208

Shoplifting017_x264.mp4 0 00:00:00 00:00:10 56 0 149 148
Shoplifting017_x264.mp4 1 00:00:10 00:00:15 56 0 149 148

Shoplifting018_x264.mp4 0 00:00:00 00:00:10 211 18 72 130
Shoplifting018_x264.mp4 1 00:00:10 00:00:27 211 18 72 130
Shoplifting018_x264.mp4 0 00:00:27 00:01:11 211 18 72 130
Shoplifting018_x264.mp4 0 00:00:00 00:00:35 211 18 72 130
Shoplifting018_x264.mp4 1 00:00:35 00:00:52 211 18 72 130
Shoplifting018_x264.mp4 0 00:00:52 00:01:11 211 18 72 130

Shoplifting020_x264.mp4 0 00:00:00 00:01:06 0 8 146 201
Shoplifting020_x264.mp4 1 00:01:06 00:01:23 0 8 146 201
Shoplifting020_x264.mp4 0 00:01:23 00:03:12 0 8 146 201

Shoplifting021_x264.mp4 0 00:00:00 00:01:09 152 12 167 177
Shoplifting021_x264.mp4 1 00:01:09 00:01:16 152 12 167 177
Shoplifting021_x264.mp4 0 00:01:16 00:01:58 152 12 167 177

Shoplifting022_x264.mp4 0 00:00:00 00:00:08 16 57 168 151
Shoplifting022_x264.mp4 1 00:00:08 00:00:13 16 57 168 151
Shoplifting022_x264.mp4 0 00:00:13 00:01:13 16 57 168 151
Shoplifting022_x264.mp4 0 00:00:00 00:00:20 16 76 116 132
Shoplifting022_x264.mp4 1 00:00:20 00:00:25 16 76 116 132
Shoplifting022_x264.mp4 0 00:00:25 00:01:13 16 76 116 132
Shoplifting022_x264.mp4 0 00:00:00 00:00:23 16 43 124 166
Shoplifting022_x264.mp4 1 00:00:23 00:00:35 16 43 124 166
Shoplifting022_x264.mp4 0 00:00:35 00:01:13 16 43 124 166
Shoplifting022_x264.mp4 0 00:00:00 00:00:46 16 43 124 166
Shoplifting022_x264.mp4 1 00:00:46 00:00:55 16 52 163 156
Shoplifting022_x264.mp4 0 00:00:55 00:01:13 16 52 163 156

Shoplifting024_x264.mp4 0 00:00:00 00:00:26 114 80 107 111
Shoplifting024_x264.mp4 1 00:00:26 00:00:34 114 80 107 111
Shoplifting024_x264.mp4 0 00:00:34 00:00:40 114 80 107 111

Shoplifting026_x264.mp4 0 00:00:00 00:00:03 80 29 126 84
Shoplifting026_x264.mp4 1 00:00:03 00:00:12 80 29 126 84
Shoplifting026_x264.mp4 0 00:00:12 00:00:19 80 29 126 84
Shoplifting026_x264.mp4 1 00:00:19 00:00:34 80 29 126 84
Shoplifting026_x264.mp4 0 00:00:34 00:00:47 80 29 126 84

Shoplifting029_x264.mp4 0 00:00:07 00:00:35 68 35 119 135
Shoplifting029_x264.mp4 1 00:00:35 00:00:49 68 35 119 135
Shoplifting029_x264.mp4 0 00:00:49 00:01:04 68 35 119 135

Shoplifting031_x264.mp4 1 00:00:00 00:00:13 0 110 75 115
Shoplifting031_x264.mp4 0 00:00:13 00:00:14 0 110 75 115

Shoplifting034_x264.mp4 0 00:00:00 00:02:42 146 10 92 145
Shoplifting034_x264.mp4 1 00:02:42 00:02:56 146 10 92 145
Shoplifting034_x264.mp4 0 00:02:56 00:06:37 146 10 92 145
Shoplifting034_x264.mp4 0 00:00:00 00:03:06 124 10 106 91
Shoplifting034_x264.mp4 1 00:03:06 00:03:12 124 10 106 91
Shoplifting034_x264.mp4 0 00:03:12 00:06:37 124 10 106 91
Shoplifting034_x264.mp4 0 00:00:00 00:03:59 32 80 174 148
Shoplifting034_x264.mp4 1 00:03:59 00:04:09 32 80 174 148
Shoplifting034_x264.mp4 0 00:04:09 00:06:37 32 80 174 148

Shoplifting036_x264.mp4 0 00:00:00 00:01:35 45 108 213 132
Shoplifting036_x264.mp4 1 00:01:35 00:01:50 45 108 213 132
Shoplifting036_x264.mp4 0 00:01:50 00:02:01 45 108 213 132

Shoplifting040_x264.mp4 1 00:00:00 00:00:07 66 107 150 133
Shoplifting040_x264.mp4 0 00:00:07 00:00:17 66 107 150 133
Shoplifting040_x264.mp4 0 00:00:13 00:00:23 30 107 166 133
Shoplifting040_x264.mp4 1 00:00:23 00:00:35 30 107 166 133
Shoplifting040_x264.mp4 0 00:00:35 00:00:45 30 107 166 133
Shoplifting040_x264.mp4 0 00:00:49 00:00:59 68 102 209 138
Shoplifting040_x264.mp4 1 00:00:59 00:01:07 68 102 209 138
Shoplifting040_x264.mp4 0 00:01:07 00:01:17 68 102 209 138
